UPM,HVIVIEN,HHOGAR,HZONA,HLINEA,P202,P203,PDIA_204,PMES_204,PANO_204,P205,P206,P207,P208,P209,H201A,p301,P302,P303,P304,P401,P402,P403,P404,P405,P501,P502,P503,P504,P505,P506,P507,P508,P509,P510,P511,P512,P513,P514,P515,P516,P517,P517A,P518,P519,P520,P521,HPROVI,HDIA,HMES,HANO,H001,F_expansión,F_ponderación,Region,ESTRATO,grup_sec
1378,22,1,1,2,2,21,3,12,2000,1,1,1,2,1,1,1,2,3,4,2, , , , ,2,2,2,2,2,2,3,2,7,1,1,1,2, , , , , , , , , ,28,13,7,2022,1,66.6315996659487,.662691838897586,2,3,3
1378,22,1,1,3,2,0,28,12,2021,3,1,1, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,13,7,2022,1,66.6315996659487,.662691838897586,2,3,3
1378,23,1,1,1,2,86,25,8,1935,6,1,1,3,1,1,2,2,2,1,2, , , , ,2,2,2,2,2,2,3,2,11,2, , ,2, , , , , , , , , ,28,20,9,2022,1,66.6315996659487,.662691838897586,2,3,2
1378,23,1,1,2,1,54,27,2,1968,1,1,1,7,1,2,1,2,2,4,2, , , , ,1, , , , , , , , , , , , ,961,3811,7, ,48,8,2, , ,28,20,9,2022,1,66.6315996659487,.662691838897586,2,3,2
1378,24,1,1,1,1,68,8,12,1954,1,1,1,6,1,2,1,2,2,3,2, , , , ,2,2,2,2,2,2,6,2,11,1,1,1,1,611,111,7, ,48,4,2, , ,28,12,7,2022,1,66.6315996659487,.662691838897586,2,3,1
1379,1,1,1,1,1,54,11,11,1965,1,1,1,2,1,1,1,2,2,2,2, , , , ,1, , , , , , , , , , , , ,751,4721,3, ,35,3,2, , ,28,25,8,2022,1,63.7345735935161,.633879150249865,2,3,2
1379,1,1,1,2,2,39,98,98,1983,2,1,1,2,1,1,1,2,3,3,2, , , , ,1, , , , , , , , , , , , ,421,9200,3, ,58,3,2, , ,28,25,8,2022,1,63.7345735935161,.633879150249865,2,3,2
1379,1,1,1,3,1,11,28,9,2010,3,1,1, , ,1,1,1,2,6,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,28,25,8,2022,1,63.7345735935161,.633879150249865,2,3,2
1379,1,1,1,4,2,10,98,98,2009,3,1,1, , ,1,1,1,2,4,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,28,25,8,2022,1,63.7345735935161,.633879150249865,2,3,2
1379,1,1,1,5,1,5,98,98,2017,3,1,1, , ,1,2,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,28,25,8,2022,1,63.7345735935161,.633879150249865,2,3,2
1379,1,1,1,6,2,4,98,98,2018,3,1,1, , ,2,2,3, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,28,25,8,2022,1,63.7345735935161,.633879150249865,2,3,2
1379,2,1,1,1,1,42,22,4,1981,1,1,1,6,1,2,1,2,2,8,1,96,3,2, ,1, , , , , , , , , , , , ,752,3100,3, ,48,3,2, , ,28,25,8,2022,1,63.7345735935161,.633879150249865,2,3,1
1379,3,1,1,1,2,65,1,7,1957,1,1,1,6,1,2,1,2,2,8,2, , , , ,1, , , , , , , , , , , , ,911,9700,8, ,40,1,2, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,4
1379,4,1,1,1,2,64,26,10,1957,2,1,1,2,1,1,2,2,2,2,2, , , , ,1, , , , , , , , , , , , ,531,9700,8, ,48,1,2, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,4,1,1,2,1,62,7,5,1960,1,1,1,2,1,1,1,2,2,5,2, , , , ,1, , , , , , , , , , , , ,524,4711,8, ,58,1,2, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,4,1,1,3,1,17,15,4,2005,5,1,1,7,3,2,1,1,3,2,2, , , , ,1, , , , , , , , , , , , ,912,4520,8, ,20,1,2, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,5,1,1,1,1,42,98,98,1975,2,1,1,2,1,1,1,2,3,3,2, , , , ,1, , , , , , , , , , , , ,711,4100,3, ,48,1,2, , ,28,13,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,5,1,1,2,2,36,5,11,1985,1,1,1,2,1,1,1,2,2,6,2, , , , ,1, , , , , , , , , , , , ,911,5510,3, ,48,3,2, , ,28,13,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,5,1,1,3,1,12,30,9,2010,3,1,1,7, ,2,1,1,2,4,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,28,13,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,6,1,1,1,1,38,25,7,1983,1,1,1,2,1,1,1,2,3,3,2, , , , ,1, , , , , , , , , , , , ,541,8412,1, ,58,3,1,2,1,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,6,1,1,2,2,31,24,7,1990,2,2,1,2,1,1,1,2,2,8,2, , , , ,1, , , , , , , , , , , , ,911,9700,8, ,48,1,1,3,1,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,6,1,1,3,2,9,4,2,2013,3,1,1, , ,1,1,1,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,6,1,1,4,1,6,28,9,2015,3,1,1, , ,1,2,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,6,1,1,5,2,4,2,12,2017,3,1,1, , ,2,2,3, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,7,1,1,1,2,43,26,6,1978,1,1,1,6,1,1,1,2,2,8,2, , , , ,1, , , , , , , , , , , , ,524,5610,7, ,40,5,2, , ,28,25,8,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,7,1,1,2,1,26,14,6,1995,3,1,1,7,1,2,1,2,3,1,2, , , , ,2,2,2,2,2,2,96,1, , , , ,1,522,4669,7, ,45,5,2, , ,28,25,8,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,8,1,1,1,1,39,29,7,1982,1,3,1,2,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,514,9602,7, ,55,3,2, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,4
1379,8,1,1,2,2,37,25,7,1984,2,3,1,2,1,1,1,2,4,4,2, , , , ,1, , , , , , , , , , , , ,421,9200,3, ,45,3,2, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,4
1379,8,1,1,3,1,14,17,3,2008,3,3,1,7, ,1,1,1,3,1,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,4
1379,8,1,1,4,2,7,13,3,2015,3,3,1, , ,2,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,4
1379,9,1,1,1,1,38,6,7,1984,1,1,1,2,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,524,4711,7, ,50,3,2, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,9,1,1,2,2,36,3,3,1986,2,1,1,2,1,1,1,1,4,3,2, , , , ,2,2,2,2,2,2,6,2,5,2, , ,1,422,5610,3, ,36,3,2, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,9,1,1,3,1,17,17,4,2005,3,1,1,7,3,1,1,1,3,1,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,9,1,1,4,2,8,4,2,2014,3,1,1, , ,2,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,10,1,1,1,1,52,15,2,1970,1,1,2,2,1,1,2,3, , ,2, , , , ,1, , , , , , , , , , , , ,711,4100,7, ,40,5,2, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,10,1,1,2,2,49,1,3,1973,2,1,1,2,1,2,1,2,2,8,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,2, , , , , , , , , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,11,1,1,1,1,62,15,4,1960,1,1,2,2,1,1,1,2,2,6,2, , , , ,1, , , , , , , , , , , , ,832,4921,7, ,45,5,2, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,2
1379,11,1,1,2,2,41,25,12,1980,2,1,2,2,1,1,1,2,2,5,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,2, , , , , , , , , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,2
1379,11,1,1,3,2,24,2,11,1997,13,1,1,6,1,1,1,2,2,7,2, , , , ,2,2,2,2,2,2,96,1, , , , ,2, , , , , , , , , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,2
1379,11,1,1,4,2,10,15,7,2011,5,1,1, , ,1,1,1,2,4,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,2
1379,11,1,1,5,2,8,30,4,2014,5,1,2, , ,1,1,1,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,2
1379,11,1,1,6,2,7,30,4,2015,5,1,3, , ,1,2,3, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,2
1379,11,1,1,7,1,5,4,4,2017,5,1,3, , ,1,2,3, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,2
1379,11,1,1,8,1,4,14,2,2018,5,1,1, , ,2,2,3, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,2
1379,12,1,1,1,1,43,5,7,1979,1,1,1,2,1,1,1,2,2,6,2, , , , ,1, , , , , , , , , , , , ,832,4921,7, ,45,5,2, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,12,1,1,2,2,38,1,5,1984,2,1,1,2,1,1,1,2,3,1,2, , , , ,1, , , , , , , , , , , , ,422,5610,3, ,48,3,2, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,12,1,1,3,1,15,23,2,2007,13,1,1,7, ,1,1,1,3,1,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,12,1,1,4,1,10,13,3,2012,13,1,1, , ,1,1,1,2,4,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,12,1,1,5,1,1,3,9,2021,3,1,1, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,13,1,1,1,2,66,12,7,1956,1,1,1,6,1,1,1,2,2,8,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,1,911,9700,8, ,60,1,3, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,4
1379,13,1,1,2,2,51,16,6,1971,4,1,1,2,1,1,1,2,8,98,2, , , , ,1, , , , , , , , , , , , ,751,1071,3, ,50,3,2, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,4
1379,13,1,1,3,1,35,6,3,1987,3,1,1,2,1,2,1,2,2,6,2, , , , ,1, , , , , , , , , , , , ,142,1071,4, ,60,3,2, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,4
1379,14,1,1,1,2,44,25,10,1976,2,1,1,1,1,1,1,2,4,5,2, , , , ,1, , , , , , , , , , , , ,523,4730,3, ,40,3,2, , ,28,13,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,14,1,1,2,1,42,7,2,1978,1,1,1,1,1,1,1,2,3,3,2, , , , ,1, , , , , , , , , , , , ,833,4752,3, ,40,3,2, , ,28,13,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,14,1,1,3,2,11,24,5,2011,3,1,1, , ,1,1,1,2,5,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,28,13,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,14,1,1,4,2,7,29,12,2015,3,1,1, , ,2,1,1,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,28,13,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,16,1,1,1,2,60,25,1,1962,1,1,1,3,1,2,1,2,3,1,2, , , , ,2,2,2,2,2,2,7,2,4,2, , ,1,911,9700,8, ,44,1,3, , ,28,13,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,17,1,1,1,1,59,29,10,1962,1,1,1,6,1,1,1,2,3,1,2, , , , ,2,2,2,2,2,2,7,2,4,2, , ,1,941,1071,3, ,48,3,3, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,1
1379,17,1,1,2,1,26,6,10,1995,3,1,1,7,1,2,1,2,2,8,2, , , , ,2,2,2,2,2,2,96,2,12,2, , ,1,723,4540,3, ,20,3,3, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,1
1379,18,1,1,1,1,58,15,6,1964,1,1,1,6,1,1,1,2,2,5,2, , , , ,2,1, , , , , , , , , , , ,521,4721,7, ,30,5,2, , ,28,25,8,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,18,1,1,2,1,16,14,2,2006,3,1,1,7,2,1,1,1,3,3,1,2,1,2,2,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,28,25,8,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,18,1,1,3,1,14,18,1,2008,3,1,1,7, ,2,1,1,3,1,1,2,1,2,2,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,28,25,8,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,19,1,1,1,2,21,22,4,2001,1,1,1,6,1,1,1,2,3,2,2, , , , ,1, , , , , , , , , , , , ,524,4711,3, ,45,3,2, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,19,1,1,2,2,19,27,7,2002,8,1,1,6,1,1,1,2,2,8,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,1,523,5610,3, ,40,3,2, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,19,1,1,3,1,2,16,1,2020,3,1,1, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,19,1,1,4,2,2,6,6,2020,11,1,1, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1379,20,1,1,1,1,27,10,10,1994,1,1,1,3,2,2,1,2,4,3,2, , , , ,1, , , , , , , , , , , , ,711,4100,3, ,44,1,2, , ,28,13,7,2022,1,63.7345735935161,.633879150249865,2,3,1
1379,21,1,1,1,2,67,15,8,1954,1,1,1,3,1,1,1,2,2,3,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,1,911,9700,8, ,42,1,2, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,4
1379,21,1,1,2,2,45,12,7,1977,3,1,1,7,1,1,1,2,4,4,2, , , , ,1, , , , , , , , , , , , ,751,3290,3, ,44,3,2, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,4
1379,21,1,1,3,2,18,19,4,2004,5,1,1,7,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,422,5914,3, ,44,3,2, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,4
1379,21,1,1,4,2,13,17,4,2009,5,1,1,7, ,2,1,1,2,7,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,4
1379,22,1,1,1,1,44,17,5,1978,1,1,1,6,1,2,1,2,3,1,2, , , , ,1, , , , , , , , , , , , ,742,9522,7, ,25,1,2, , ,28,25,8,2022,1,63.7345735935161,.633879150249865,2,3,1
1379,23,1,1,1,2,38,7,7,1984,1,1,1,3,1,1,1,2,3,3,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,1,911,9700,8, ,32,1,2, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,1
1379,23,1,1,2,2,14,12,4,2008,3,1,1,7, ,2,1,1,2,7,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,1
1379,24,1,1,1,2,50,98,98,1971,1,1,2,3,2,2,2,2,2,2,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,1,921,4711,3, ,40,3,2, , ,28,12,7,2022,1,63.7345735935161,.633879150249865,2,3,3
1380,1,1,1,1,2,66,15,4,1956,1,1,1,3,1,1,1,2,2,3,2, , , , ,1, , , , , , , , , , , , ,515,8620,3, ,35,3,2, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,1,1,1,2,2,41,12,8,1980,3,1,1,4,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,432,8413,1, ,35,3,2, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,1,1,1,3,1,26,12,12,1995,5,1,1,2,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,522,4723,7, ,48,3,2, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,1,1,1,4,1,22,30,12,1999,5,1,1,7,1,1,1,1,4,3,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,1,1,1,5,2,22,98,98,1999,4,1,1,2,1,1,1,2,4,1,2, , , , ,1, , , , , , , , , , , , ,422,6419,3, ,48,3,2, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,1,1,1,6,1,0,21,9,2021,12,1,1, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,2,1,1,1,2,61,27,3,1961,1,1,1,6,1,1,1,2,4,0,2, , , , ,1, , , , , , , , , , , , ,512,5610,7, ,35,1,2, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,2,1,1,2,1,31,21,10,1990,3,1,1,7,1,2,1,2,4,4,1,2,2,1, ,1, , , , , , , , , , , , ,216,7110,6, ,60,9,2, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,4,1,1,1,2,76,21,12,1945,1,1,1,5,1,2,1,2,3,3,2, , , , ,1, , , , , , , , , , , , ,232,9602,7, ,48,1,2, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,3
1380,5,1,1,1,2,43,2,7,1978,1,1,1,2,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,512,5610,7, ,35,1,2, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,5,1,1,2,1,42,22,2,1980,2,1,1,2,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,741,729,3, ,50,3,2, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,5,1,1,3,1,19,15,3,2003,3,1,1,7,1,2,1,1,3,2,1,1,2,1,2,1, , , , , , , , , , , , ,343,7410,3, ,35,3,2, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,6,1,1,1,2,46,20,11,1975,1,1,1,2,1,1,1,2,3,1,2, , , , ,1, , , , , , , , , , , , ,524,4711,3, ,40,3,2, , ,28,25,8,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,6,1,1,2,1,44,8,2,1978,2,1,1,2,1,1,1,2,4,0,2, , , , ,1, , , , , , , , , , , , ,522,4510,3, ,50,3,2, , ,28,25,8,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,6,1,1,3,1,21,15,7,2000,3,1,1,7,1,2,1,2,2,8,2, , , , ,1, , , , , , , , , , , , ,522,4723,7, ,48,3,2, , ,28,25,8,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,7,1,1,1,1,80,28,11,1942,1,1,1,1,1,1,1,2,3,2,2, , , , ,2,2,2,2,2,2,7,2,4,2, , ,1,265,6020,4, ,5,3,2, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,7,1,1,2,2,74,1,1,1948,2,1,1,1,1,2,1,2,3,4,2, , , , ,2,2,2,2,2,2,5,2,96,2, , ,1,522,4782,7, ,10,1,2, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,8,1,1,1,1,46,6,3,1976,1,1,1,6,1,2,1,2,4,4,2, , , , ,1, , , , , , , , , , , , ,312,729,3, ,48,3,2, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,10,1,1,1,1,78,13,10,1944,1,1,1,2,1,1,1,2,4,2,2, , , , ,2,2,2,2,2,2,8,2,13,2, , ,1,325,8413,2, ,48,3,2, , ,28,12,7,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,10,1,1,2,2,71,20,9,1950,2,1,1,2,1,2,1,2,4,1,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,2, , , , , , , , , ,28,12,7,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,11,1,1,1,2,84,98,98,1938,1,1,1,3,1,1,1,2,2,4,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,2, , , , , , , , , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,5
1380,11,1,1,2,2,50,10,8,1971,3,1,1,6,1,1,1,2,3,4,2, , , , ,2,2,2,2,2,2,3,2,96,2, , ,2, , , , , , , , , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,5
1380,11,1,1,3,1,49,30,5,1973,3,1,1,7,1,1,1,2,3,4,2, , , , ,2,2,2,2,2,2,96,2,96,2, , ,1,713,4330,7, ,48,2,2, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,5
1380,11,1,1,4,2,24,10,8,1997,5,1,1,6,1,1,1,2,3,4,2, , , , ,2,2,2,2,2,2,96,2,96,2, , ,1,422,4721,3, ,48,3,2, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,5
1380,11,1,1,5,2,24,10,8,1997,5,1,1,2,1,1,1,2,3,4,2, , , , ,2,2,2,2,2,2,96,2,96,2, , ,2, , , , , , , , , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,5
1380,11,1,1,6,2,6,9,9,2015,96,1,1, , ,2,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,5
1380,12,1,1,1,2,27,2,8,1994,2,1,1,2,1,1,1,2,4,4,2, , , , ,1, , , , , , , , , , , , ,331,6419,3, ,48,3,2, , ,28,1,7,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,12,1,1,2,1,25,14,11,1997,1,1,1,2,1,2,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,723,729,3, ,40,3,2, , ,28,1,7,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,13,1,1,1,2,32,12,9,1989,2,1,1,1,1,1,1,2,4,3,2, , , , ,1, , , , , , , , , , , , ,421,6419,3, ,54,3,2, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,13,1,1,2,1,32,21,1,1990,1,1,1,1,1,1,1,2,3,4,1,1,1,1, ,1, , , , , , , , , , , , ,342,8541,7, ,70,3,2, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,13,1,1,3,2,6,28,6,2016,3,1,1, , ,1,2,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,13,1,1,4,2,2,27,7,2020,3,1,1, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,14,1,1,1,1,53,24,1,1969,1,1,1,1,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,752,3100,7, ,48,1,2, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,14,1,1,2,2,51,18,11,1970,2,1,1,1,1,2,1,2,4,4,2, , , , ,1, , , , , , , , , , , , ,234,8510,1, ,40,3,2, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,15,1,1,1,1,48,8,8,1973,1,1,1,2,1,1,1,1,4,3,2, , , , ,1, , , , , , , , , , , , ,712,4330,7, ,15,2,2, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,3
1380,15,1,1,2,2,32,6,6,1990,2,1,1,2,1,2,1,2,4,4,1,9,3,2, ,2,2,2,2,2,2,1,1, , , , ,1,522,2825,3, ,48,3,3, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,3
1380,16,1,1,1,1,59,98,5,1963,1,1,1,1,1,1,1,2,4,4,2, , , , ,1, , , , , , , , , , , , ,226,8510,1, ,40,3,2, , ,28,2,7,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,16,1,1,2,2,40,98,6,1982,2,1,1,1,1,1,1,2,3,4,1,3,3,1, ,1, , , , , , , , , , , , ,216,7110,6, ,40,2,2, , ,28,2,7,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,16,1,1,3,2,16,98,1,2006,3,1,1,7,1,1,1,1,3,2,1,3,3,1,2,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,28,2,7,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,16,1,1,4,2,14,98,10,2008,3,1,1,7, ,2,1,1,2,1,1,3,2,1,2,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,28,2,7,2022,1,69.8045329833748,.694248593130804,2,3,4
1380,17,1,1,1,2,52,13,7,1969,1,1,1,6,1,2,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,911,9700,7, ,30,2,2, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,2
1380,19,1,1,1,2,62,12,5,1960,1,1,1,4,1,1,1,2,5,1,2, , , , ,1, , , , , , , , , , , , ,261,8413,1, ,65,3,2, , ,28,2,7,2022,1,69.8045329833748,.694248593130804,2,3,5
1380,19,1,1,2,2,25,13,11,1996,3,1,1,6,1,2,1,1,4,3,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,28,2,7,2022,1,69.8045329833748,.694248593130804,2,3,5
1380,20,1,1,1,1,66,8,8,1955,1,1,1,4,1,1,1,2,4,4,2, , , , ,2,2,2,2,2,2,2,2,11,2, , ,1,313,3600,3, ,65,3,2, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,3
1380,20,1,1,2,2,59,13,8,1962,8,1,1,4,1,2,1,2,3,4,2, , , , ,2,2,2,2,2,2,1,1, , , , ,1,514,9602,3, ,55,3,2, , ,28,28,6,2022,1,69.8045329833748,.694248593130804,2,3,3
1380,21,1,1,1,1,53,18,5,1969,1,1,1,4,1,1,1,2,3,3,2, , , , ,1, , , , , , , , , , , , ,711,4100,7, ,45,2,2, , ,28,20,9,2022,1,69.8045329833748,.694248593130804,2,3,3
