location,level,year,total,male,female
Total país,pais,2000,8397802.0,4215984.0,4181818.0
Total país,pais,2001,8512996.0,4272872.0,4240124.0
Total país,pais,2002,8627509.0,4329381.0,4298128.0
Total país,pais,2003,8745084.0,4387444.0,4357640.0
Total país,pais,2004,8857648.0,4442944.0,4414704.0
Total país,pais,2005,8968144.0,4497384.0,4470760.0
Total país,pais,2006,9071458.0,4547998.0,4523460.0
Total país,pais,2007,9174058.0,4598212.0,4575846.0
Total país,pais,2008,9279602.0,4649902.0,4629700.0
Total país,pais,2009,9380152.0,4699042.0,4681110.0
Total país,pais,2010,9478612.0,4747103.0,4731509.0
Total país,pais,2011,9580139.0,4796628.0,4783511.0
Total país,pais,2012,9680963.0,4845755.0,4835208.0
Total país,pais,2013,9784680.0,4896319.0,4888361.0
Total país,pais,2014,9883486.0,4944386.0,4939100.0
Total país,pais,2015,9980243.0,4991398.0,4988845.0
Total país,pais,2016,10075045.0,5037329.0,5037716.0
Total país,pais,2017,10169172.0,5082876.0,5086296.0
Total país,pais,2018,10266149.0,5129824.0,5136325.0
Total país,pais,2019,10358320.0,5174343.0,5183977.0
Total país,pais,2020,10448499.0,5217831.0,5230668.0
Total país,pais,2021,10535535.0,5259642.0,5275893.0
Total país,pais,2022,10621938.0,5301077.0,5320861.0
Total país,pais,2023,10711155.0,5343879.0,5367276.0
Total país,pais,2024,10795677.0,5384319.0,5411358.0
Total país,pais,2025,10878267.0,5423759.0,5454508.0
Total país,pais,2026,10954360.0,5459841.0,5494519.0
Total país,pais,2027,11029816.0,5495541.0,5534275.0
Total país,pais,2028,11108039.0,5532563.0,5575476.0
Total país,pais,2029,11181613.0,5567261.0,5614352.0
Total país,pais,2030,11253284.0,5600973.0,5652311.0
Región Metropolitana,region,2000,2678097.0,1302920.9999999998,1375176.0
Región Metropolitana,region,2001,2745420.0,1335499.0,1409921.0
Región Metropolitana,region,2002,2813736.0,1368529.0,1445207.0
Región Metropolitana,region,2003,2881867.0,1401492.0,1480375.0
Región Metropolitana,region,2004,2948343.0,1433637.0,1514706.0
Región Metropolitana,region,2005,3012855.0,1464832.0,1548023.0
Región Metropolitana,region,2006,3080965.0,1497612.0,1583353.0
Región Metropolitana,region,2007,3148864.0,1530262.0,1618602.0
Región Metropolitana,region,2008,3217778.0,1563418.0,1654360.0
Región Metropolitana,region,2009,3284950.0,1595724.0,1689226.0
Región Metropolitana,region,2010,3351393.0,1627640.0,1723753.0
Región Metropolitana,region,2011,3413273.0,1657522.0,1755751.0
Región Metropolitana,region,2012,3474896.0,1687273.0,1787623.0
Región Metropolitana,region,2013,3537578.0,1717525.0,1820053.0
Región Metropolitana,region,2014,3598513.0,1746925.0,1851588.0
Región Metropolitana,region,2015,3658648.0,1775918.0,1882730.0
Región Metropolitana,region,2016,3717178.0,1804234.0,1912944.0
Región Metropolitana,region,2017,3775455.0,1832404.0,1943051.0
Región Metropolitana,region,2018,3834835.0,1861105.0,1973730.0
Región Metropolitana,region,2019,3892386.0,1888904.0,2003482.0
Región Metropolitana,region,2020,3949189.0,1916333.0,2032856.0
Región Metropolitana,region,2021,4004906.0,1943241.0,2061665.0
Región Metropolitana,region,2022,4060388.0,1970017.0,2090371.0
Región Metropolitana,region,2023,4116946.0,1997291.0,2119655.0
Región Metropolitana,region,2024,4171715.0,2023695.0,2148020.0
Región Metropolitana,region,2025,4225716.0,2049711.0,2176005.0
Región Metropolitana,region,2026,4277696.0,2074714.0,2202982.0
Región Metropolitana,region,2027,4329427.0,2099589.0,2229838.0
Región Metropolitana,region,2028,4382276.0,2124966.0,2257310.0
Región Metropolitana,region,2029,4433280.0,2149458.0,2283822.0
Región Metropolitana,region,2030,4483519.0,2173557.0,2309962.0
Distrito Nacional,provincia,2000,895592.0,425727.0,469865.0
Distrito Nacional,provincia,2001,904140.0,429930.0,474210.0
Distrito Nacional,provincia,2002,912825.0,434201.0,478624.0
Distrito Nacional,provincia,2003,921624.0,438522.0,483102.0
Distrito Nacional,provincia,2004,929891.0,442585.0,487306.0
Distrito Nacional,provincia,2005,937747.0,446440.0,491307.0
Distrito Nacional,provincia,2006,944029.0,449555.0,494474.0
Distrito Nacional,provincia,2007,950237.0,452631.0,497606.0
Distrito Nacional,provincia,2008,956751.0,455851.0,500900.0
Distrito Nacional,provincia,2009,962748.0,458824.0,503924.0
Distrito Nacional,provincia,2010,968532.0,461688.0,506844.0
Distrito Nacional,provincia,2011,976548.0,465374.0,511174.0
Distrito Nacional,provincia,2012,984490.0,469017.0,515473.0
Distrito Nacional,provincia,2013,992730.0,472805.0,519925.0
Distrito Nacional,provincia,2014,1000464.0,476344.0,524120.0
Distrito Nacional,provincia,2015,1007997.0,479788.0,528209.0
Distrito Nacional,provincia,2016,1015150.0,483081.0,532069.0
Distrito Nacional,provincia,2017,1022236.0,486340.0,535896.0
Distrito Nacional,provincia,2018,1029607.0,489728.0,539879.0
Distrito Nacional,provincia,2019,1036494.0,492885.0,543609.0
Distrito Nacional,provincia,2020,1043186.0,495947.0,547239.0
Distrito Nacional,provincia,2021,1049567.0,498868.0,550699.0
Distrito Nacional,provincia,2022,1055879.0,501750.0,554129.0
Distrito Nacional,provincia,2023,1062476.0,504767.0,557709.0
Distrito Nacional,provincia,2024,1068607.0,507557.0,561050.0
Distrito Nacional,provincia,2025,1074546.0,510253.0,564293.0
Distrito Nacional,provincia,2026,1080010.0,512728.0,567282.0
Distrito Nacional,provincia,2027,1085413.0,515167.0,570246.0
Distrito Nacional,provincia,2028,1091084.0,517727.0,573357.0
Distrito Nacional,provincia,2029,1096298.0,520070.0,576228.0
Distrito Nacional,provincia,2030,1101332.0,522325.0,579007.0
Santo Domingo,provincia,2000,1782504.9999999998,877193.9999999998,905311.0
Santo Domingo,provincia,2001,1841280.0,905569.0,935711.0
Santo Domingo,provincia,2002,1900911.0,934328.0,966583.0
Santo Domingo,provincia,2003,1960243.0,962970.0,997273.0
Santo Domingo,provincia,2004,2018452.0,991052.0,1027400.0
Santo Domingo,provincia,2005,2075108.0,1018392.0,1056716.0
Santo Domingo,provincia,2006,2136936.0,1048057.0,1088879.0
Santo Domingo,provincia,2007,2198627.0,1077631.0,1120996.0
Santo Domingo,provincia,2008,2261027.0,1107567.0,1153460.0
Santo Domingo,provincia,2009,2322202.0,1136900.0,1185302.0
Santo Domingo,provincia,2010,2382861.0,1165952.0,1216909.0
Santo Domingo,provincia,2011,2436725.0,1192148.0,1244577.0
Santo Domingo,provincia,2012,2490406.0,1218256.0,1272150.0
Santo Domingo,provincia,2013,2544848.0,1244720.0,1300128.0
Santo Domingo,provincia,2014,2598049.0,1270581.0,1327468.0
Santo Domingo,provincia,2015,2650651.0,1296130.0,1354521.0
Santo Domingo,provincia,2016,2702028.0,1321153.0,1380875.0
Santo Domingo,provincia,2017,2753219.0,1346064.0,1407155.0
Santo Domingo,provincia,2018,2805228.0,1371377.0,1433851.0
Santo Domingo,provincia,2019,2855892.0,1396019.0,1459873.0
Santo Domingo,provincia,2020,2906003.0,1420386.0,1485617.0
Santo Domingo,provincia,2021,2955339.0,1444373.0,1510966.0
Santo Domingo,provincia,2022,3004509.0,1468267.0,1536242.0
Santo Domingo,provincia,2023,3054470.0,1492524.0,1561946.0
Santo Domingo,provincia,2024,3103108.0,1516138.0,1586970.0
Santo Domingo,provincia,2025,3151170.0,1539458.0,1611712.0
Santo Domingo,provincia,2026,3197686.0,1561986.0,1635700.0
Santo Domingo,provincia,2027,3244014.0,1584422.0,1659592.0
Santo Domingo,provincia,2028,3291192.0,1607239.0,1683953.0
Santo Domingo,provincia,2029,3336982.0,1629388.0,1707594.0
Santo Domingo,provincia,2030,3382187.0,1651232.0,1730955.0
Región Cibao Norte,region,2000,1418209.0,711084.0,707125.0
Región Cibao Norte,region,2001,1430635.0,717422.0,713213.0
Región Cibao Norte,region,2002,1442537.0,723499.0,719038.0
Región Cibao Norte,region,2003,1455357.0,730034.0,725323.0
Región Cibao Norte,region,2004,1467336.0,736134.0,731202.0
Región Cibao Norte,region,2005,1479394.0,742267.0,737127.0
Región Cibao Norte,region,2006,1488180.0,746755.0,741425.0
Región Cibao Norte,region,2007,1496842.0,751171.0,745671.0
Región Cibao Norte,region,2008,1505982.0,755824.0,750158.0
Región Cibao Norte,region,2009,1514308.0,760068.0,754240.0
Región Cibao Norte,region,2010,1522302.0,764136.0,758166.0
Región Cibao Norte,region,2011,1532585.0,768768.0,763817.0
Región Cibao Norte,region,2012,1542762.0,773343.0,769419.0
Región Cibao Norte,region,2013,1553392.0,778141.0,775251.0
Región Cibao Norte,region,2014,1563236.0,782536.0,780700.0
Región Cibao Norte,region,2015,1572773.0,786775.0,785998.0
Región Cibao Norte,region,2016,1582048.0,790899.0,791149.0
Región Cibao Norte,region,2017,1591210.0,794963.0,796247.0
Región Cibao Norte,region,2018,1600820.0,799242.0,801578.0
Región Cibao Norte,region,2019,1609682.0,803147.0,806535.0
Región Cibao Norte,region,2020,1618235.0,806891.0,811344.0
Región Cibao Norte,region,2021,1626456.0,810460.0,815996.0
Región Cibao Norte,region,2022,1634577.0,813969.0,820608.0
Región Cibao Norte,region,2023,1643125.0,817685.0,825440.0
Región Cibao Norte,region,2024,1650961.0,821043.0,829918.0
Región Cibao Norte,region,2025,1658496.0,824248.0,834248.0
Región Cibao Norte,region,2026,1665135.0,827006.0,838129.0
Región Cibao Norte,region,2027,1671689.0,829706.0,841983.0
Región Cibao Norte,region,2028,1678643.0,832601.0,846042.0
Región Cibao Norte,region,2029,1684900.0,835147.0,849753.0
Región Cibao Norte,region,2030,1690875.0,837547.0,853328.0
Espaillat,provincia,2000,220780.0,112126.0,108654.0
Espaillat,provincia,2001,222302.0,112957.0,109345.0
Espaillat,provincia,2002,223737.0,113743.0,109994.0
Espaillat,provincia,2003,225323.0,114608.0,110715.0
Espaillat,provincia,2004,226774.0,115399.0,111375.0
Espaillat,provincia,2005,228244.0,116200.0,112044.0
Espaillat,provincia,2006,229176.0,116728.0,112448.0
Espaillat,provincia,2007,230086.0,117245.0,112841.0
Espaillat,provincia,2008,231078.0,117804.0,113274.0
Espaillat,provincia,2009,231937.0,118292.0,113645.0
Espaillat,provincia,2010,232747.0,118756.0,113991.0
Espaillat,provincia,2011,233518.0,119129.0,114389.0
Espaillat,provincia,2012,234277.0,119496.0,114781.0
Espaillat,provincia,2013,235103.0,119896.0,115207.0
Espaillat,provincia,2014,235805.0,120231.0,115574.0
Espaillat,provincia,2015,236467.0,120545.0,115922.0
Espaillat,provincia,2016,237169.0,120869.0,116300.0
Espaillat,provincia,2017,237855.0,121184.0,116671.0
Espaillat,provincia,2018,238608.0,121530.0,117078.0
Espaillat,provincia,2019,239252.0,121823.0,117429.0
Espaillat,provincia,2020,239845.0,122089.0,117756.0
Espaillat,provincia,2021,240428.0,122343.0,118085.0
Espaillat,provincia,2022,241001.0,122588.0,118413.0
Espaillat,provincia,2023,241635.0,122864.0,118771.0
Espaillat,provincia,2024,242158.0,123083.0,119075.0
Espaillat,provincia,2025,242644.0,123283.0,119361.0
Espaillat,provincia,2026,242993.0,123410.0,119583.0
Espaillat,provincia,2027,243336.0,123532.0,119804.0
Espaillat,provincia,2028,243731.0,123681.0,120050.0
Espaillat,provincia,2029,244027.0,123777.0,120250.0
Espaillat,provincia,2030,244280.0,123852.0,120428.0
Puerto Plata,provincia,2000,306709.0,155346.0,151363.0
Puerto Plata,provincia,2001,308762.0,156490.0,152272.0
Puerto Plata,provincia,2002,310698.0,157574.0,153124.0
Puerto Plata,provincia,2003,312835.0,158759.0,154076.0
Puerto Plata,provincia,2004,314791.0,159849.0,154942.0
Puerto Plata,provincia,2005,316776.0,160953.0,155823.0
Puerto Plata,provincia,2006,318008.0,161679.0,156329.0
Puerto Plata,provincia,2007,319216.0,162389.0,156827.0
Puerto Plata,provincia,2008,320522.0,163149.0,157373.0
Puerto Plata,provincia,2009,321658.0,163823.0,157835.0
Puerto Plata,provincia,2010,322722.0,164458.0,158264.0
Puerto Plata,provincia,2011,323919.0,164991.0,158928.0
Puerto Plata,provincia,2012,325089.0,165508.0,159581.0
Puerto Plata,provincia,2013,326356.0,166075.0,160281.0
Puerto Plata,provincia,2014,327459.0,166557.0,160902.0
Puerto Plata,provincia,2015,328498.0,167004.0,161494.0
Puerto Plata,provincia,2016,329482.0,167423.0,162059.0
Puerto Plata,provincia,2017,330439.0,167829.0,162610.0
Puerto Plata,provincia,2018,331491.0,168281.0,163210.0
Puerto Plata,provincia,2019,332386.0,168653.0,163733.0
Puerto Plata,provincia,2020,333221.0,168992.0,164229.0
Puerto Plata,provincia,2021,333940.0,169266.0,164674.0
Puerto Plata,provincia,2022,334639.0,169528.0,165111.0
Puerto Plata,provincia,2023,335424.0,169832.0,165592.0
Puerto Plata,provincia,2024,336066.0,170063.0,166003.0
Puerto Plata,provincia,2025,336645.0,170262.0,166383.0
Puerto Plata,provincia,2026,337006.0,170348.0,166658.0
Puerto Plata,provincia,2027,337348.0,170423.0,166925.0
Puerto Plata,provincia,2028,337770.0,170538.0,167232.0
Puerto Plata,provincia,2029,338053.0,170581.0,167472.0
Puerto Plata,provincia,2030,338282.0,170596.0,167686.0
Santiago,provincia,2000,890720.0,443612.0,447108.0
Santiago,provincia,2001,899571.0,447975.0,451596.0
Santiago,provincia,2002,908102.0,452182.0,455920.0
Santiago,provincia,2003,917199.0,456667.0,460532.0
Santiago,provincia,2004,925771.0,460886.0,464885.0
Santiago,provincia,2005,934374.0,465114.0,469260.0
Santiago,provincia,2006,940996.0,468348.0,472648.0
Santiago,provincia,2007,947540.0,471537.0,476003.0
Santiago,provincia,2008,954382.0,474871.0,479511.0
Santiago,provincia,2009,960713.0,477953.0,482760.0
Santiago,provincia,2010,966833.0,480922.0,485911.0
Santiago,provincia,2011,975148.0,484648.0,490500.0
Santiago,provincia,2012,983396.0,488339.0,495057.0
Santiago,provincia,2013,991933.0,492170.0,499763.0
Santiago,provincia,2014,999972.0,495748.0,504224.0
Santiago,provincia,2015,1007808.0,499226.0,508582.0
Santiago,provincia,2016,1015397.0,502607.0,512790.0
Santiago,provincia,2017,1022916.0,505950.0,516966.0
Santiago,provincia,2018,1030721.0,509431.0,521290.0
Santiago,provincia,2019,1038044.0,512671.0,525373.0
Santiago,provincia,2020,1045169.0,515810.0,529359.0
Santiago,provincia,2021,1052088.0,518851.0,533237.0
Santiago,provincia,2022,1058937.0,521853.0,537084.0
Santiago,provincia,2023,1066066.0,524989.0,541077.0
Santiago,provincia,2024,1072737.0,527897.0,544840.0
Santiago,provincia,2025,1079207.0,530703.0,548504.0
Santiago,provincia,2026,1085136.0,533248.0,551888.0
Santiago,provincia,2027,1091005.0,535751.0,555254.0
Santiago,provincia,2028,1097142.0,538382.0,558760.0
Santiago,provincia,2029,1102820.0,540789.0,562031.0
Santiago,provincia,2030,1108313.0,543099.0,565214.0
Región Cibao Sur,region,2000,690457.0,353039.0,337418.0
Región Cibao Sur,region,2001,693776.0,354675.0,339101.0
Región Cibao Sur,region,2002,696821.0,356174.0,340647.0
Región Cibao Sur,region,2003,700324.0,357902.0,342422.0
Región Cibao Sur,region,2004,703421.0,359420.0,344001.0
Región Cibao Sur,region,2005,706589.0,360971.0,345618.0
Región Cibao Sur,region,2006,708033.0,361635.0,346398.0
Región Cibao Sur,region,2007,709406.0,362262.0,347144.0
Región Cibao Sur,region,2008,711017.0,363012.0,348005.0
Región Cibao Sur,region,2009,712238.0,363554.0,348684.0
Región Cibao Sur,region,2010,713303.0,364018.0,349285.0
Región Cibao Sur,region,2011,715983.0,365322.0,350661.0
Región Cibao Sur,region,2012,718607.0,366599.0,352008.0
Región Cibao Sur,region,2013,721444.0,367981.0,353463.0
Región Cibao Sur,region,2014,723916.0,369172.0,354744.0
Región Cibao Sur,region,2015,726244.0,370288.0,355956.0
Región Cibao Sur,region,2016,728586.0,371394.0,357192.0
Región Cibao Sur,region,2017,730882.0,372468.0,358414.0
Región Cibao Sur,region,2018,733379.0,373642.0,359737.0
Región Cibao Sur,region,2019,735534.0,374645.0,360889.0
Región Cibao Sur,region,2020,737546.0,375571.0,361975.0
Región Cibao Sur,region,2021,739316.0,376362.0,362954.0
Región Cibao Sur,region,2022,741046.0,377132.0,363914.0
Región Cibao Sur,region,2023,742974.0,377998.0,364976.0
Región Cibao Sur,region,2024,744571.0,378695.0,365876.0
Región Cibao Sur,region,2025,746040.0,379322.0,366718.0
Región Cibao Sur,region,2026,746952.0,379665.0,367287.0
Región Cibao Sur,region,2027,747819.0,379977.0,367842.0
Región Cibao Sur,region,2028,748873.0,380380.0,368493.0
Región Cibao Sur,region,2029,749611.0,380623.0,368988.0
Región Cibao Sur,region,2030,750224.0,380801.0,369423.0
La Vega,provincia,2000,377746.0,193054.0,184692.0
La Vega,provincia,2001,380091.0,194240.0,185851.0
La Vega,provincia,2002,382288.0,195351.0,186937.0
La Vega,provincia,2003,384734.0,196586.0,188148.0
La Vega,provincia,2004,386961.0,197709.0,189252.0
La Vega,provincia,2005,389220.0,198846.0,190374.0
La Vega,provincia,2006,390546.0,199503.0,191043.0
La Vega,provincia,2007,391838.0,200141.0,191697.0
La Vega,provincia,2008,393259.0,200844.0,192415.0
La Vega,provincia,2009,394461.0,201434.0,193027.0
La Vega,provincia,2010,395582.0,201981.0,193601.0
La Vega,provincia,2011,397319.0,202791.0,194528.0
La Vega,provincia,2012,399024.0,203586.0,195438.0
La Vega,provincia,2013,400850.0,204437.0,196413.0
La Vega,provincia,2014,402471.0,205186.0,197285.0
La Vega,provincia,2015,404013.0,205892.0,198121.0
La Vega,provincia,2016,405510.0,206570.0,198940.0
La Vega,provincia,2017,406990.0,207232.0,199758.0
La Vega,provincia,2018,408579.0,207950.0,200629.0
La Vega,provincia,2019,409973.0,208570.0,201403.0
La Vega,provincia,2020,411290.0,209149.0,202141.0
La Vega,provincia,2021,412469.0,209652.0,202817.0
La Vega,provincia,2022,413623.0,210142.0,203481.0
La Vega,provincia,2023,414887.0,210684.0,204203.0
La Vega,provincia,2024,415965.0,211133.0,204832.0
La Vega,provincia,2025,416974.0,211544.0,205430.0
La Vega,provincia,2026,417701.0,211810.0,205891.0
La Vega,provincia,2027,418404.0,212061.0,206343.0
La Vega,provincia,2028,419217.0,212367.0,206850.0
La Vega,provincia,2029,419846.0,212576.0,207270.0
La Vega,provincia,2030,420408.0,212752.0,207656.0
Sánchez Ramírez,provincia,2000,148305.0,76665.0,71640.0
Sánchez Ramírez,provincia,2001,148891.0,76960.0,71931.0
Sánchez Ramírez,provincia,2002,149415.0,77225.0,72190.0
Sánchez Ramírez,provincia,2003,150042.0,77542.0,72500.0
Sánchez Ramírez,provincia,2004,150578.0,77810.0,72768.0
Sánchez Ramírez,provincia,2005,151133.0,78088.0,73045.0
Sánchez Ramírez,provincia,2006,151314.0,78172.0,73142.0
Sánchez Ramírez,provincia,2007,151475.0,78245.0,73230.0
Sánchez Ramírez,provincia,2008,151689.0,78348.0,73341.0
Sánchez Ramírez,provincia,2009,151819.0,78403.0,73416.0
Sánchez Ramírez,provincia,2010,151916.0,78442.0,73474.0
Sánchez Ramírez,provincia,2011,151958.0,78486.0,73472.0
Sánchez Ramírez,provincia,2012,151987.0,78522.0,73465.0
Sánchez Ramírez,provincia,2013,152059.0,78582.0,73477.0
Sánchez Ramírez,provincia,2014,152057.0,78601.0,73456.0
Sánchez Ramírez,provincia,2015,152023.0,78603.0,73420.0
Sánchez Ramírez,provincia,2016,152036.0,78620.0,73416.0
Sánchez Ramírez,provincia,2017,152027.0,78625.0,73402.0
Sánchez Ramírez,provincia,2018,152069.0,78656.0,73413.0
Sánchez Ramírez,provincia,2019,152038.0,78649.0,73389.0
Sánchez Ramírez,provincia,2020,151978.0,78625.0,73353.0
Sánchez Ramírez,provincia,2021,151888.0,78585.0,73303.0
Sánchez Ramírez,provincia,2022,151791.0,78543.0,73248.0
Sánchez Ramírez,provincia,2023,151733.0,78519.0,73214.0
Sánchez Ramírez,provincia,2024,151612.0,78461.0,73151.0
Sánchez Ramírez,provincia,2025,151460.0,78387.0,73073.0
Sánchez Ramírez,provincia,2026,151193.0,78255.0,72938.0
Sánchez Ramírez,provincia,2027,150918.0,78115.0,72803.0
Sánchez Ramírez,provincia,2028,150678.0,77993.0,72685.0
Sánchez Ramírez,provincia,2029,150381.0,77842.0,72539.0
Sánchez Ramírez,provincia,2030,150051.0,77674.0,72377.0
Monseñor Nouel,provincia,2000,164406.0,83320.0,81086.0
Monseñor Nouel,provincia,2001,164794.0,83475.0,81319.0
Monseñor Nouel,provincia,2002,165118.0,83598.0,81520.0
Monseñor Nouel,provincia,2003,165548.0,83774.0,81774.0
Monseñor Nouel,provincia,2004,165882.0,83901.0,81981.0
Monseñor Nouel,provincia,2005,166236.0,84037.0,82199.0
Monseñor Nouel,provincia,2006,166173.0,83960.0,82213.0
Monseñor Nouel,provincia,2007,166093.0,83876.0,82217.0
Monseñor Nouel,provincia,2008,166069.0,83820.0,82249.0
Monseñor Nouel,provincia,2009,165958.0,83717.0,82241.0
Monseñor Nouel,provincia,2010,165805.0,83595.0,82210.0
Monseñor Nouel,provincia,2011,166706.0,84045.0,82661.0
Monseñor Nouel,provincia,2012,167596.0,84491.0,83105.0
Monseñor Nouel,provincia,2013,168535.0,84962.0,83573.0
Monseñor Nouel,provincia,2014,169388.0,85385.0,84003.0
Monseñor Nouel,provincia,2015,170208.0,85793.0,84415.0
Monseñor Nouel,provincia,2016,171040.0,86204.0,84836.0
Monseñor Nouel,provincia,2017,171865.0,86611.0,85254.0
Monseñor Nouel,provincia,2018,172731.0,87036.0,85695.0
Monseñor Nouel,provincia,2019,173523.0,87426.0,86097.0
Monseñor Nouel,provincia,2020,174278.0,87797.0,86481.0
Monseñor Nouel,provincia,2021,174959.0,88125.0,86834.0
Monseñor Nouel,provincia,2022,175632.0,88447.0,87185.0
Monseñor Nouel,provincia,2023,176354.0,88795.0,87559.0
Monseñor Nouel,provincia,2024,176994.0,89101.0,87893.0
Monseñor Nouel,provincia,2025,177606.0,89391.0,88215.0
Monseñor Nouel,provincia,2026,178058.0,89600.0,88458.0
Monseñor Nouel,provincia,2027,178497.0,89801.0,88696.0
Monseñor Nouel,provincia,2028,178978.0,90020.0,88958.0
Monseñor Nouel,provincia,2029,179384.0,90205.0,89179.0
Monseñor Nouel,provincia,2030,179765.0,90375.0,89390.0
Región Cibao Nordeste,region,2000,596169.0,305163.0,291006.0
Región Cibao Nordeste,region,2001,600043.0,307081.0,292962.0
Región Cibao Nordeste,region,2002,603696.0,308885.0,294811.0
Región Cibao Nordeste,region,2003,607734.0,310887.0,296847.0
Región Cibao Nordeste,region,2004,611427.0,312710.0,298717.0
Región Cibao Nordeste,region,2005,615155.0,314543.0,300612.0
Región Cibao Nordeste,region,2006,617478.0,315654.0,301824.0
Región Cibao Nordeste,region,2007,619756.0,316744.0,303012.0
Región Cibao Nordeste,region,2008,622225.0,317923.0,304302.0
Región Cibao Nordeste,region,2009,624367.0,318935.0,305432.0
Región Cibao Nordeste,region,2010,626363.0,319874.0,306489.0
Región Cibao Nordeste,region,2011,628355.0,320886.0,307469.0
Región Cibao Nordeste,region,2012,630295.0,321869.0,308426.0
Región Cibao Nordeste,region,2013,632430.0,322952.0,309478.0
Región Cibao Nordeste,region,2014,634231.0,323862.0,310369.0
Región Cibao Nordeste,region,2015,635915.0,324707.0,311208.0
Región Cibao Nordeste,region,2016,637663.0,325561.0,312102.0
Región Cibao Nordeste,region,2017,639379.0,326395.0,312984.0
Región Cibao Nordeste,region,2018,641259.0,327312.0,313947.0
Región Cibao Nordeste,region,2019,642855.0,328085.0,314770.0
Región Cibao Nordeste,region,2020,644318.0,328783.0,315535.0
Región Cibao Nordeste,region,2021,645618.0,329381.0,316237.0
Región Cibao Nordeste,region,2022,646892.0,329963.0,316929.0
Región Cibao Nordeste,region,2023,648321.0,330621.0,317700.0
Región Cibao Nordeste,region,2024,649468.0,331135.0,318333.0
Región Cibao Nordeste,region,2025,650506.0,331591.0,318915.0
Región Cibao Nordeste,region,2026,651088.0,331805.0,319283.0
Región Cibao Nordeste,region,2027,651638.0,331989.0,319649.0
Región Cibao Nordeste,region,2028,652338.0,332260.0,320078.0
Región Cibao Nordeste,region,2029,652776.0,332387.0,320389.0
Región Cibao Nordeste,region,2030,653095.0,332456.0,320639.0
Duarte,provincia,2000,278373.0,141457.0,136916.0
Duarte,provincia,2001,280011.0,142295.0,137716.0
Duarte,provincia,2002,281536.0,143075.0,138461.0
Duarte,provincia,2003,283247.0,143949.0,139298.0
Duarte,provincia,2004,284800.0,144740.0,140060.0
Duarte,provincia,2005,286373.0,145541.0,140832.0
Duarte,provincia,2006,287254.0,145989.0,141265.0
Duarte,provincia,2007,288109.0,146422.0,141687.0
Duarte,provincia,2008,289061.0,146904.0,142157.0
Duarte,provincia,2009,289856.0,147305.0,142551.0
Duarte,provincia,2010,290586.0,147674.0,142912.0
Duarte,provincia,2011,291487.0,148115.0,143372.0
Duarte,provincia,2012,292365.0,148542.0,143823.0
Duarte,provincia,2013,293330.0,149015.0,144315.0
Duarte,provincia,2014,294147.0,149409.0,144738.0
Duarte,provincia,2015,294906.0,149774.0,145132.0
Duarte,provincia,2016,295741.0,150166.0,145575.0
Duarte,provincia,2017,296558.0,150549.0,146009.0
Duarte,provincia,2018,297452.0,150969.0,146483.0
Duarte,provincia,2019,298209.0,151319.0,146890.0
Duarte,provincia,2020,298913.0,151642.0,147271.0
Duarte,provincia,2021,299583.0,151940.0,147643.0
Duarte,provincia,2022,300241.0,152230.0,148011.0
Duarte,provincia,2023,300976.0,152557.0,148419.0
Duarte,provincia,2024,301576.0,152816.0,148760.0
Duarte,provincia,2025,302126.0,153048.0,149078.0
Duarte,provincia,2026,302476.0,153174.0,149302.0
Duarte,provincia,2027,302813.0,153289.0,149524.0
Duarte,provincia,2028,303224.0,153443.0,149781.0
Duarte,provincia,2029,303507.0,153529.0,149978.0
