PERIODO,CÓD_MES,MES,CÓD_REGIÓN,REGIÓN,CÓD_PROVINCIA,PROVINCIA,CÓD_MUNICIPIO,MUNICIPIO,CÓD_CAPITULO,UNIDAD_EJECUTORA,CÓD_ECO_TITULO,ECO_TITULO,CÓD_ECO_SUB_TITULO,ECO_SUB_TITULO,CÓD_CONCEPTO,CONCEPTO,CÓD_CUENTA,DES_CUENTA,PERCIBIDO
2024,01,Enero,05,Región Valdesia,21,San Cristóbal,0003,Bajos de Haina,7005,Ayuntamiento Municipal de Bajos de Haina,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación ,1.5.1,Ventas de bienes y servicios,162150
2024,01,Enero,05,Región Valdesia,21,San Cristóbal,0003,Bajos de Haina,7005,Ayuntamiento Municipal de Bajos de Haina,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,12700
2024,01,Enero,05,Región Valdesia,21,San Cristóbal,0003,Bajos de Haina,7005,Ayuntamiento Municipal de Bajos de Haina,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,29000
2024,01,Enero,05,Región Valdesia,21,San Cristóbal,0003,Bajos de Haina,7005,Ayuntamiento Municipal de Bajos de Haina,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,229500
2024,01,Enero,05,Región Valdesia,21,San Cristóbal,0003,Bajos de Haina,7005,Ayuntamiento Municipal de Bajos de Haina,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,2000
2024,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.6,Transferencias y donaciones corrientes recibidas,1.4,Transferencias,1.4.1,Transferencias corrientes,9483902
2024,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,3.1,Fuentes financieras,3.1.1,Disminución de activos financieros,3.1,Disminución de activos financieros,3.1.1,Disminución de activos financieros corrientes,0
2024,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación ,1.5.1,Ventas de bienes y servicios,33150
2024,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación ,1.5.1,Ventas de bienes y servicios,8800
2024,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación ,1.5.1,Ventas de bienes y servicios,8100
2024,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,35662.39
2024,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,8520.82
2024,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,124110
2024,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,34000
2024,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.9,Impuestos diversos,500
2024,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación ,1.5.1,Ventas de bienes y servicios,117220
2024,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.4,Rentas de la propiedad,1.6,Otros ingresos,1.6.1,Rentas de la propiedad,50827.56
2024,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.2,Ingresos de capital,1.2.1,Venta (disposición) de activos no financieros (a valores brutos),1.7,Venta de activos no financieros,1.7.4,Venta de terrenos,169230
2024,01,Enero,07,Región El Valle,07,Elías Piña,0002,Baníca,7007,Ayuntamiento Municipal de Bánica,1.1,Ingresos corrientes,1.1.6,Transferencias y donaciones corrientes recibidas,1.4,Transferencias,1.4.1,Transferencias corrientes,1083217
2024,01,Enero,07,Región El Valle,07,Elías Piña,0002,Baníca,7007,Ayuntamiento Municipal de Bánica,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación ,1.5.1,Ventas de bienes y servicios,950
2024,01,Enero,07,Región El Valle,07,Elías Piña,0002,Baníca,7007,Ayuntamiento Municipal de Bánica,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,3250
2024,01,Enero,07,Región El Valle,07,Elías Piña,0002,Baníca,7007,Ayuntamiento Municipal de Bánica,3.1,Fuentes financieras,3.1.1,Disminución de activos financieros,3.1,Disminución de activos financieros,3.1.1,Disminución de activos financieros corrientes,869721.83
2024,01,Enero,06,Región Enriquillo,04,Barahona,0001,Barahona,7008,Ayuntamiento Municipal de Santa Cruz de Barahona,3.1,Fuentes financieras,3.1.1,Disminución de activos financieros,3.1,Disminución de activos financieros,3.1.1,Disminución de activos financieros corrientes,2665535.48
2024,01,Enero,06,Región Enriquillo,04,Barahona,0001,Barahona,7008,Ayuntamiento Municipal de Santa Cruz de Barahona,1.2,Ingresos de capital,1.2.4,Transferencias de capital recibidas,1.4,Transferencias,1.4.2,Transferencias de capital,4532468.04
2024,01,Enero,06,Región Enriquillo,04,Barahona,0001,Barahona,7008,Ayuntamiento Municipal de Santa Cruz de Barahona,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación ,1.5.1,Ventas de bienes y servicios,5200
2024,01,Enero,06,Región Enriquillo,04,Barahona,0001,Barahona,7008,Ayuntamiento Municipal de Santa Cruz de Barahona,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación ,1.5.1,Ventas de bienes y servicios,900
2024,01,Enero,06,Región Enriquillo,04,Barahona,0001,Barahona,7008,Ayuntamiento Municipal de Santa Cruz de Barahona,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,98191.63
2024,01,Enero,06,Región Enriquillo,04,Barahona,0001,Barahona,7008,Ayuntamiento Municipal de Santa Cruz de Barahona,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,27300
2024,01,Enero,06,Región Enriquillo,04,Barahona,0001,Barahona,7008,Ayuntamiento Municipal de Santa Cruz de Barahona,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,278780
2024,01,Enero,06,Región Enriquillo,04,Barahona,0001,Barahona,7008,Ayuntamiento Municipal de Santa Cruz de Barahona,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,457520
2024,01,Enero,06,Región Enriquillo,04,Barahona,0001,Barahona,7008,Ayuntamiento Municipal de Santa Cruz de Barahona,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,8500
2024,01,Enero,06,Región Enriquillo,04,Barahona,0001,Barahona,7008,Ayuntamiento Municipal de Santa Cruz de Barahona,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación ,1.5.1,Ventas de bienes y servicios,16340.63
2024,01,Enero,06,Región Enriquillo,04,Barahona,0001,Barahona,7008,Ayuntamiento Municipal de Santa Cruz de Barahona,1.2,Ingresos de capital,1.2.1,Venta (disposición) de activos no financieros (a valores brutos),1.7,Venta de activos no financieros,1.7.4,Venta de terrenos,4700
2024,01,Enero,06,Región Enriquillo,04,Barahona,0001,Barahona,7008,Ayuntamiento Municipal de Santa Cruz de Barahona,1.1,Ingresos corrientes,1.1.6,Transferencias y donaciones corrientes recibidas,1.4,Transferencias,1.4.1,Transferencias corrientes,1000000
2024,01,Enero,09,Región Higuamo,29,Monte Plata,0002,Bayaguana,7009,Ayuntamiento Municipal de Bayaguana,1.1,Ingresos corrientes,1.1.6,Transferencias y donaciones corrientes recibidas,1.4,Transferencias,1.4.1,Transferencias corrientes,3695412.41
2024,01,Enero,09,Región Higuamo,29,Monte Plata,0002,Bayaguana,7009,Ayuntamiento Municipal de Bayaguana,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación ,1.5.1,Ventas de bienes y servicios,12700
2024,01,Enero,09,Región Higuamo,29,Monte Plata,0002,Bayaguana,7009,Ayuntamiento Municipal de Bayaguana,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación ,1.5.1,Ventas de bienes y servicios,3300
2024,01,Enero,09,Región Higuamo,29,Monte Plata,0002,Bayaguana,7009,Ayuntamiento Municipal de Bayaguana,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,500
2024,01,Enero,09,Región Higuamo,29,Monte Plata,0002,Bayaguana,7009,Ayuntamiento Municipal de Bayaguana,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,5400
2024,01,Enero,09,Región Higuamo,29,Monte Plata,0002,Bayaguana,7009,Ayuntamiento Municipal de Bayaguana,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,1500
2024,01,Enero,09,Región Higuamo,29,Monte Plata,0002,Bayaguana,7009,Ayuntamiento Municipal de Bayaguana,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,8400
2024,01,Enero,09,Región Higuamo,29,Monte Plata,0002,Bayaguana,7009,Ayuntamiento Municipal de Bayaguana,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,3000
2024,01,Enero,09,Región Higuamo,29,Monte Plata,0002,Bayaguana,7009,Ayuntamiento Municipal de Bayaguana,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación ,1.5.1,Ventas de bienes y servicios,300
2024,01,Enero,09,Región Higuamo,29,Monte Plata,0002,Bayaguana,7009,Ayuntamiento Municipal de Bayaguana,1.1,Ingresos corrientes,1.1.4,Rentas de la propiedad,1.6,Otros ingresos,1.6.1,Rentas de la propiedad,1000
2024,01,Enero,09,Región Higuamo,29,Monte Plata,0002,Bayaguana,7009,Ayuntamiento Municipal de Bayaguana,1.2,Ingresos de capital,1.2.1,Venta (disposición) de activos no financieros (a valores brutos),1.7,Venta de activos no financieros,1.7.4,Venta de terrenos,850000
2024,01,Enero,07,Región El Valle,22,San Juan,0002,Bohechio,7010,Ayuntamiento Municipal de Bohechío,1.1,Ingresos corrientes,1.1.6,Transferencias y donaciones corrientes recibidas,1.4,Transferencias,1.4.1,Transferencias corrientes,1110379.3
2024,01,Enero,07,Región El Valle,22,San Juan,0002,Bohechio,7010,Ayuntamiento Municipal de Bohechío,3.1,Fuentes financieras,3.1.1,Disminución de activos financieros,3.1,Disminución de activos financieros,3.1.1,Disminución de activos financieros corrientes,0
2024,01,Enero,06,Región Enriquillo,04,Barahona,0002,Cabral,7011,Ayuntamiento Municipal de Cabral,1.2,Ingresos de capital,1.2.4,Transferencias de capital recibidas,1.4,Transferencias,1.4.2,Transferencias de capital,1296400
2024,01,Enero,06,Región Enriquillo,04,Barahona,0002,Cabral,7011,Ayuntamiento Municipal de Cabral,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación ,1.5.1,Ventas de bienes y servicios,1000
2024,01,Enero,06,Región Enriquillo,04,Barahona,0002,Cabral,7011,Ayuntamiento Municipal de Cabral,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,0
2024,01,Enero,06,Región Enriquillo,04,Barahona,0002,Cabral,7011,Ayuntamiento Municipal de Cabral,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación ,1.5.1,Ventas de bienes y servicios,9150
2024,01,Enero,03,Región Cibao Nordeste,14,María Trinidad Sánchez,0002,Cabrera,7012,Ayuntamiento Municipal de Cabrera,1.2,Ingresos de capital,1.2.4,Transferencias de capital recibidas,1.4,Transferencias,1.4.2,Transferencias de capital,1307687.83
2024,01,Enero,03,Región Cibao Nordeste,14,María Trinidad Sánchez,0002,Cabrera,7012,Ayuntamiento Municipal de Cabrera,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación ,1.5.1,Ventas de bienes y servicios,47084.62
2024,01,Enero,03,Región Cibao Nordeste,14,María Trinidad Sánchez,0002,Cabrera,7012,Ayuntamiento Municipal de Cabrera,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,273000
2024,01,Enero,03,Región Cibao Nordeste,14,María Trinidad Sánchez,0002,Cabrera,7012,Ayuntamiento Municipal de Cabrera,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación ,1.5.1,Ventas de bienes y servicios,121000
2024,01,Enero,03,Región Cibao Nordeste,14,María Trinidad Sánchez,0002,Cabrera,7012,Ayuntamiento Municipal de Cabrera,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación ,1.5.1,Ventas de bienes y servicios,6000
2024,01,Enero,05,Región Valdesia,21,San Cristóbal,0004,Cambita Garabitos,7013,Ayuntamiento Municipal de Cambita Garabitos,3.1,Fuentes financieras,3.1.1,Disminución de activos financieros,3.1,Disminución de activos financieros,3.1.1,Disminución de activos financieros corrientes,0
2024,01,Enero,05,Región Valdesia,21,San Cristóbal,0004,Cambita Garabitos,7013,Ayuntamiento Municipal de Cambita Garabitos,1.2,Ingresos de capital,1.2.4,Transferencias de capital recibidas,1.4,Transferencias,1.4.2,Transferencias de capital,1673769.2
2024,01,Enero,04,Región Cibao Noroeste,15,Monte Cristi,0002,Castañuelas,7014,Ayuntamiento Municipal de Castañuelas,1.2,Ingresos de capital,1.2.4,Transferencias de capital recibidas,1.4,Transferencias,1.4.2,Transferencias de capital,935224
2024,01,Enero,04,Región Cibao Noroeste,15,Monte Cristi,0002,Castañuelas,7014,Ayuntamiento Municipal de Castañuelas,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,67467.47
2024,01,Enero,04,Región Cibao Noroeste,15,Monte Cristi,0002,Castañuelas,7014,Ayuntamiento Municipal de Castañuelas,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,23000
2024,01,Enero,04,Región Cibao Noroeste,15,Monte Cristi,0002,Castañuelas,7014,Ayuntamiento Municipal de Castañuelas,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.9,Impuestos diversos,1000
2024,01,Enero,03,Región Cibao Nordeste,06,Duarte,0003,Castillo,7015,Ayuntamiento Municipal de Castillo,1.2,Ingresos de capital,1.2.4,Transferencias de capital recibidas,1.4,Transferencias,1.4.2,Transferencias de capital,1435531.07
