UPM,HVIVIEN,HHOGAR,ECODE2,HZONA,ESTRATO,REGION,HLINEA,P202,P203,P205,P206,P207,P208,P209,P210,P301,P302,P303,P304,P305,P306,P307,P308,P401,P402,P403,P404,P405,P501,P502,P503,ESTRATOREG,FEXPANSION,FPONDERACION,grup_sec
646,10,1,123,1,3,4,3,2,1,5,1,3, , , , , , , , , , , , , , , , , , , ,4.1,241.802490897835,.674423743434949,3
647,1,1,123,1,3,4,1,2,38,1,1,1,6, ,19,1,2,4,4,2,8,2,13,1,1,1,1,1,1,1, ,4.1,272.027802260065,.758726711364318,3
647,1,1,123,1,3,4,2,2,18,3,1,1,7,2, ,1,2,3,4,1,8,3, ,2,2,1,1,1,1,2,5,4.1,272.027802260065,.758726711364318,3
647,1,1,123,1,3,4,3,1,14,3,1,1, , , ,1,1,3,2,1, , , ,2,2,1,1,1, , , ,4.1,272.027802260065,.758726711364318,3
647,1,1,123,1,3,4,4,1,5,3,1,1, , , ,2,1,1,0,1, , , ,1,1,2,2,1, , , ,4.1,272.027802260065,.758726711364318,3
647,2,1,123,1,3,4,1,2,50,1,1,1,4, ,17,1,2,4,5,2,8,2,1,2,2,1,1,1,1,1, ,4.1,272.027802260065,.758726711364318,4
647,2,1,123,1,3,4,2,2,73,6,1,1,3, ,25,1,2,2,3,2,1,2, ,2,2,1,1,1,1,1, ,4.1,272.027802260065,.758726711364318,4
647,3,1,123,1,3,4,1,1,41,1,1,1,2, ,23,1,2,3,3,2,96,2, ,1,1,1,1,1,1,1, ,4.1,272.027802260065,.758726711364318,3
647,3,1,123,1,3,4,2,2,39,2,1,1,2, ,20,1,2,4,5,2,8,2,1,1,1,1,1,1,1,2,96,4.1,272.027802260065,.758726711364318,3
647,3,1,123,1,3,4,3,2,18,3,1,1,7,2, ,1,1,4,0,1, , , ,1,1,1,1,1,3, , ,4.1,272.027802260065,.758726711364318,3
647,3,1,123,1,3,4,4,1,5,3,1,1, , , ,2,1,2,1,1, , , ,2,2,1,1,1, , , ,4.1,272.027802260065,.758726711364318,3
647,4,1,123,1,3,4,1,1,63,1,1,2,1, ,21,1,2,2,5,2,5,2, ,2,2,1,1,1,1,1, ,4.1,272.027802260065,.758726711364318,3
647,4,1,123,1,3,4,2,2,62,2,1,1,1, ,20,1,2,3,4,2,3,2, ,2,2,1,1,1,1,1, ,4.1,272.027802260065,.758726711364318,3
647,4,1,123,1,3,4,3,1,39,3,1,1,6, ,21,1,2,3,4,2,1,2, ,2,2,1,1,1,1,1, ,4.1,272.027802260065,.758726711364318,3
647,4,1,123,1,3,4,4,2,17,5,1,1,7,2, ,1,2,3,3,1,8,3, ,2,2,1,1,1, , , ,4.1,272.027802260065,.758726711364318,3
647,4,1,123,1,3,4,5,1,5,5,1,1, , , ,2,1,1,0,1, , , ,2,2,2,2,2, , , ,4.1,272.027802260065,.758726711364318,3
647,5,1,123,1,3,4,1,1,87,1,1,1,1, ,24,1,2,2,3,2,96,2, ,2,2,1,2,2,1,1, ,4.1,272.027802260065,.758726711364318,2
647,5,1,123,1,3,4,2,2,82,2,1,1,1, ,18,2,2,2,2,2,1,2, ,2,2,2,2,2,1,1, ,4.1,272.027802260065,.758726711364318,2
647,6,1,123,1,3,4,1,2,62,1,1,1,1, ,25,1,2,3,4,2,10,2, ,2,2,1,1,1,1,1, ,4.1,272.027802260065,.758726711364318,4
647,6,1,123,1,3,4,2,2,34,3,1,1,1, ,21,1,2,4,3,2,10,2,5,1,1,1,1,1,1,1, ,4.1,272.027802260065,.758726711364318,4
647,6,1,123,1,3,4,3,2,2,5,1,1, , , , , , , , , , , , , , , , , , , ,4.1,272.027802260065,.758726711364318,4
647,9,1,123,1,3,4,1,2,32,1,1,1,2, ,20,1,2,3,4,2,1,2, ,2,2,1,1,1,1,1, ,4.1,272.027802260065,.758726711364318,3
647,9,1,123,1,3,4,2,2,11,3,1,1, , , ,1,1,2,1,1, , , ,2,2,1,1,1, , , ,4.1,272.027802260065,.758726711364318,3
647,9,1,123,1,3,4,3,1,8,3,1,1, , , ,2,1,2,2,1, , , ,2,2,2,2,2, , , ,4.1,272.027802260065,.758726711364318,3
647,9,1,123,1,3,4,4,1,1,3,1,1, , , , , , , , , , , , , , , , , , , ,4.1,272.027802260065,.758726711364318,3
647,10,1,123,1,3,4,1,2,65,1,1,1,3, ,19,1,2,2,8,2,1,2, ,2,2,1,1,1,1,1, ,4.1,272.027802260065,.758726711364318,4
648,3,1,123,1,3,4,1,2,61,1,1,1,6, ,18,1,2,2,3,2,1,2, ,2,2,2,2,1,1,1, ,4.1,310.888916868646,.86711624155922,2
648,3,1,123,1,3,4,2,1,17,5,1,1,7,2, ,1,2,2,8,1,9,3, ,2,2,1,1,1, , , ,4.1,310.888916868646,.86711624155922,2
648,3,1,123,1,3,4,3,1,32,3,1,1,7,2, ,1,2,2,98,2,96,2, ,2,2,2,2,2,1,1, ,4.1,310.888916868646,.86711624155922,2
648,4,1,123,1,3,4,1,2,72,1,1,1,7,2, ,1,2,3,4,2,96,2, ,2,2,1,1,1,1,1, ,4.1,310.888916868646,.86711624155922,3
648,5,1,123,1,3,4,1,2,67,1,1,1,6, ,19,1,2,3,2,2,96,2, ,2,2,1,1,1,1,1, ,4.1,310.888916868646,.86711624155922,4
648,5,1,123,1,3,4,2,1,39,3,1,1,7,2, ,1,2,2,8,2,1,2, ,2,2,2,2,2,1,1, ,4.1,310.888916868646,.86711624155922,4
648,6,1,123,1,3,4,1,2,65,1,1,1,6, ,16,1,2,2,6,2,6,2, ,2,2,1,1,1,1,1, ,4.1,310.888916868646,.86711624155922,3
648,6,1,123,1,3,4,2,1,35,3,1,1,6, ,20,1,2,3,4,2,1,2, ,2,2,1,1,1,1,1, ,4.1,310.888916868646,.86711624155922,3
648,6,1,123,1,3,4,3,1,36,3,1,1,6, ,19,1,2,3,4,2,1,2, ,2,2,1,1,1,1,1, ,4.1,310.888916868646,.86711624155922,3
648,6,1,123,1,3,4,4,2,12,5,1,1, , , ,1,1,2,1,1, , , ,2,2,2,2,2, , , ,4.1,310.888916868646,.86711624155922,3
648,6,1,123,1,3,4,5,1,1,5,1,1, , , , , , , , , , , , , , , , , , , ,4.1,310.888916868646,.86711624155922,3
648,6,1,123,1,3,4,6,2,3,5,1,1, , , ,2,3, , , , , , , , , , , , , , ,4.1,310.888916868646,.86711624155922,3
648,7,1,123,1,3,4,1,1,23,1,1,1,2, ,19,1,2,4,0,2,1,2,1,1,1,1,1,1,1,1, ,4.1,310.888916868646,.86711624155922,4
648,7,1,123,1,3,4,2,2,23,2,1,1,2, ,19,1,1,4,2,2, , , ,1,1,1,1,1,1,1, ,4.1,310.888916868646,.86711624155922,4
648,8,1,123,1,3,4,1,1,31,1,1,1,2, ,29,1,2,4,5,2,8,2,5,2,2,1,1,1,1,1, ,4.1,310.888916868646,.86711624155922,4
648,8,1,123,1,3,4,2,2,24,2,1,1,2, ,22,1,2,4,2,1,8,3,14,2,2,1,1,1,1,1, ,4.1,310.888916868646,.86711624155922,4
648,8,1,123,1,3,4,3,1,1,3,1,1, , , , , , , , , , , , , , , , , , , ,4.1,310.888916868646,.86711624155922,4
648,9,1,123,1,3,4,1,1,37,1,1,1,2, ,25,1,2,3,4,2,1,2, ,2,2,1,1,1,1,1, ,4.1,310.888916868646,.86711624155922,1
648,9,1,123,1,3,4,2,2,27,2,2,1,2, ,17,1,1,3,3,1, , , ,2,2,1,1,1,3, , ,4.1,310.888916868646,.86711624155922,1
648,9,1,123,1,3,4,3,2,5,3,1,2, , , ,2,1,1,0,1, , , ,1,1,2,2,1, , , ,4.1,310.888916868646,.86711624155922,1
648,9,1,123,1,3,4,4,1,6,3,1,2, , , ,2,1,2,1,1, , , ,2,2,2,2,2, , , ,4.1,310.888916868646,.86711624155922,1
649,2,1,121,1,3,4,1,1,67,1,1,1,6, ,20,1,2,2,6,2,1,2, ,2,2,2,2,2,1,1, ,4.1,310.888916868646,.86711624155922,4
649,2,1,121,1,3,4,2,1,64,8,1,1,6, ,31,1,2,2,8,2,1,2, ,2,2,1,1,2,1,1, ,4.1,310.888916868646,.86711624155922,4
649,2,1,121,1,3,4,3,1,71,8,1,1,6, ,23,1,2,2,2,2,1,2, ,2,2,1,2,2,1,1, ,4.1,310.888916868646,.86711624155922,4
649,3,1,121,1,3,4,1,2,95,1,1,1,3, ,17,2,3, , , , , , ,2,2,2,2,2,1,2,8,4.1,310.888916868646,.86711624155922,2
649,3,1,121,1,3,4,2,1,89,9,1,1,3, ,22,1,2,2,5,2,1,2, ,2,2,2,2,2,1,1, ,4.1,310.888916868646,.86711624155922,2
649,3,1,121,1,3,4,3,2,70,3,1,1,3, ,21,1,2,2,3,2,3,2, ,2,2,2,2,2,1,1, ,4.1,310.888916868646,.86711624155922,2
649,4,1,121,1,3,4,1,1,63,1,1,1,2, ,20,1,2,3,4,2,8,2, ,2,2,1,1,1,1,2,2,4.1,310.888916868646,.86711624155922,4
649,4,1,121,1,3,4,2,2,43,3,1,1,2, ,14,1,2,3,4,2,8,2, ,2,2,1,1,1,1,1, ,4.1,310.888916868646,.86711624155922,4
649,4,1,121,1,3,4,3,2,24,13,1,1,6, ,18,1,2,4,4,2,8,3,1,2,2,1,1,1,1,1, ,4.1,310.888916868646,.86711624155922,4
649,5,1,121,1,3,4,1,1,56,1,1,1,2, ,20,1,2,2,8,2,3,2, ,2,2,2,2,2,1,1, ,4.1,310.888916868646,.86711624155922,4
649,5,1,121,1,3,4,2,2,52,2,1,1,2, ,18,1,2,2,8,2,2,2, ,2,2,1,1,1,1,1, ,4.1,310.888916868646,.86711624155922,4
649,5,1,121,1,3,4,3,1,34,3,1,1,7,2, ,1,2,4,5,2,8,1,1,2,1,1,1,1,1,1, ,4.1,310.888916868646,.86711624155922,4
649,5,1,121,1,3,4,4,1,32,3,1,1,6, ,28,1,2,3,4,2,8,2, ,1,1,1,1,1,1,1, ,4.1,310.888916868646,.86711624155922,4
649,5,1,121,1,3,4,5,2,6,5,1,1, , , ,2,1,2,0,1, , , ,1,1,2,1,1, , , ,4.1,310.888916868646,.86711624155922,4
649,6,1,121,1,3,4,1,1,34,1,1,1,2, ,33,1,2,4,4,2,8,2,15,2,1,1,1,1,1,1, ,4.1,310.888916868646,.86711624155922,3
649,6,1,121,1,3,4,2,2,25,2,1,1,2, ,24,1,2,4,4,2,8,2,1,2,1,1,1,1,1,1, ,4.1,310.888916868646,.86711624155922,3
649,8,1,121,1,3,4,1,2,44,1,1,1,6, ,17,1,2,2,5,2,4,2, ,2,1,1,1,1,1,1, ,4.1,310.888916868646,.86711624155922,3
649,10,1,121,1,3,4,1,2,83,1,1,1,3, ,19,1,2,5,2,2,8,2,6,2,2,1,2,2,1,1, ,4.1,310.888916868646,.86711624155922,4
650,1,1,121,1,3,4,1,2,37,1,1,1,2, ,18,1,2,4,0,2,10,2,2,2,2,1,1,1,1,1, ,4.1,362.703736346753,1.01163561515242,3
650,1,1,121,1,3,4,2,1,50,2,1,1,2, ,16,1,2,2,8,2,1,2, ,2,2,1,1,1,1,2,12,4.1,362.703736346753,1.01163561515242,3
650,3,1,121,1,3,4,1,1,59,1,1,1,2, ,20,1,2,2,8,2,1,2, ,2,2,1,1,1,1,1, ,4.1,362.703736346753,1.01163561515242,4
650,3,1,121,1,3,4,2,2,81,6,1,1,3, ,19,1,2,2,3,2,3,2, ,2,2,1,1,1,1,2,12,4.1,362.703736346753,1.01163561515242,4
650,3,1,121,1,3,4,3,1,25,3,1,1,7,2, ,1,2,4,2,2,10,2,5,2,2,1,1,1,1,2,13,4.1,362.703736346753,1.01163561515242,4
650,4,1,121,1,3,4,1,2,62,1,1,1,2, ,18,1,2,2,3,2,5,2, ,2,2,1,1,1,1,1, ,4.1,362.703736346753,1.01163561515242,2
650,4,1,121,1,3,4,2,1,74,2,1,1,2, ,20,1,2,2,2,2,5,2, ,2,2,2,2,2,1,1, ,4.1,362.703736346753,1.01163561515242,2
650,5,1,121,1,3,4,1,1,81,1,1,1,1, ,37,1,2,4,4,2,8,2,6,2,1,1,1,1,1,1, ,4.1,362.703736346753,1.01163561515242,5
650,5,1,121,1,3,4,2,2,52,2,1,1,1, ,25,1,2,3,2,2,6,2, ,2,2,1,1,1,1,1, ,4.1,362.703736346753,1.01163561515242,5
650,5,1,121,1,3,4,3,1,27,3,1,1,7,2, ,1,2,4,4,2,8,2,5,1,1,1,1,1,1,1, ,4.1,362.703736346753,1.01163561515242,5
650,8,1,121,1,3,4,1,1,39,1,1,1,2, ,20,1,2,4,4,2,8,2,5,2,1,1,1,1,1,1, ,4.1,362.703736346753,1.01163561515242,4
650,8,1,121,1,3,4,2,2,30,2,1,1,2, ,19,1,2,4,4,2,8,2,5,1,1,1,1,1,1,1, ,4.1,362.703736346753,1.01163561515242,4
650,8,1,121,1,3,4,3,2,2,3,1,1, , , , , , , , , , , , , , , , , , , ,4.1,362.703736346753,1.01163561515242,4
650,9,1,121,1,3,4,1,1,28,1,1,1,1, ,27,1,2,4,0,2,10,3,10,1,1,1,1,1,1,2,12,4.1,362.703736346753,1.01163561515242,3
650,9,1,121,1,3,4,2,2,0,3,4,1, , , , , , , , , , , , , , , , , , , ,4.1,362.703736346753,1.01163561515242,3
651,1,1,124,2,4,4,1,1,37,1,2,1,2, ,25,1,2,2,6,2,1,2, ,2,2,1,1,1,2,2,4,4.2,118.287007999463,.329920367811364,1
651,1,1,124,2,4,4,2,2,33,2,2,1,2, ,98,2,3, , , , , , ,2,2,1,1,1,1,2,4,4.2,118.287007999463,.329920367811364,1
651,1,1,124,2,4,4,3,2,3,3,1,3, , , ,2,3, , , , , , , , , , , , , , ,4.2,118.287007999463,.329920367811364,1
651,1,1,124,2,4,4,4,1,0,3,2,1, , , , , , , , , , , , , , , , , , , ,4.2,118.287007999463,.329920367811364,1
651,4,1,124,2,4,4,1,2,33,1,1,1,1, ,15,1,2,4,4,2,8,1,1,2,1,1,1,1,1,1, ,4.2,118.287007999463,.329920367811364,3
651,4,1,124,2,4,4,2,1,79,2,1,1,1, ,98,2,2,2,2,2,1,2, ,2,2,2,1,1,1,2,98,4.2,118.287007999463,.329920367811364,3
651,4,1,124,2,4,4,3,2,23,13,1,1,7,2, ,1,1,3,2,1, , , ,2,1,1,1,1,3, , ,4.2,118.287007999463,.329920367811364,3
651,5,1,124,2,4,4,1,1,73,1,1,1,7,2, ,2,2,2,2,2,1,2, ,2,2,2,2,2,2,2,96,4.2,118.287007999463,.329920367811364,1
651,7,1,124,2,4,4,1,1,53,1,1,1,2, ,98,1,2,2,8,2,1,2, ,2,2,1,1,1,1,1, ,4.2,118.287007999463,.329920367811364,4
651,7,1,124,2,4,4,2,2,40,2,1,1,2, ,17,1,2,2,7,2,96,2, ,2,2,1,1,1,1,1, ,4.2,118.287007999463,.329920367811364,4
651,7,1,124,2,4,4,3,2,17,13,1,1,7,2, ,1,1,3,3,1, , , ,2,2,1,1,1, , , ,4.2,118.287007999463,.329920367811364,4
651,7,1,124,2,4,4,4,2,12,13,1,1, , , ,1,1,2,7,1, , , ,2,2,1,1,1, , , ,4.2,118.287007999463,.329920367811364,4
651,7,1,124,2,4,4,5,1,10,13,1,1, , , ,1,1,2,5,1, , , ,2,2,2,1,1, , , ,4.2,118.287007999463,.329920367811364,4
651,7,1,124,2,4,4,6,2,5,3,1,1, , , ,2,1,1,1,1, , , ,1,1,2,1,1, , , ,4.2,118.287007999463,.329920367811364,4
651,8,1,124,2,4,4,1,1,67,1,1,1,2, ,33,1,2,3,4,2,96,2, ,2,2,1,1,1,1,1, ,4.2,118.287007999463,.329920367811364,1
651,9,1,124,2,4,4,1,2,61,1,1,1,6, ,24,1,2,3,3,2,96,2, ,2,2,1,1,1,1,1, ,4.2,118.287007999463,.329920367811364,3
651,9,1,124,2,4,4,2,2,32,3,1,1,7,2, ,1,2,4,3,2,9,8,1,2,2,1,1,1,1,1, ,4.2,118.287007999463,.329920367811364,3
651,9,1,124,2,4,4,3,1,4,5,1,1, , , ,2,1,1,0,1, , , , , , , , , , , ,4.2,118.287007999463,.329920367811364,3
651,9,1,124,2,4,4,4,1,3,5,1,1, , , ,2,3, , , , , , , , , , , , , , ,4.2,118.287007999463,.329920367811364,3
651,10,1,124,2,4,4,1,2,60,1,1,1,3, ,28,1,2,3,1,2,96,2, ,2,2,1,1,1,1,1, ,4.2,118.287007999463,.329920367811364,3
651,10,1,124,2,4,4,2,2,14,5,1,1, , , ,1,1,3,2,1, , , ,2,2,1,1,1, , , ,4.2,118.287007999463,.329920367811364,3
651,10,1,124,2,4,4,3,2,14,5,1,1, , , ,1,1,2,2,1, , , ,2,2,1,1,1, , , ,4.2,118.287007999463,.329920367811364,3
651,10,1,124,2,4,4,4,1,10,4,1,1, , , ,1,1,2,3,1, , , ,2,2,2,2,2, , , ,4.2,118.287007999463,.329920367811364,3
652,1,1,124,2,4,4,1,1,79,1,1,1,2, ,26,1,2,2,6,2,1,2, ,2,2,2,2,2,1,1, ,4.2,92.0010062218048,.25660473051995,1
652,1,1,124,2,4,4,2,2,74,2,1,1,2, ,24,1,2,2,3,2,96,2, ,2,2,1,1,1,1,1, ,4.2,92.0010062218048,.25660473051995,1
652,1,1,124,2,4,4,3,1,46,3,1,1,6, ,28,1,2,4,4,2,8,2,1,2,2,1,1,1,1,1, ,4.2,92.0010062218048,.25660473051995,1
652,2,1,124,2,4,4,1,1,60,1,1,1,6, ,27,1,2,2,7,2,3,2, ,2,2,1,1,1,1,1, ,4.2,92.0010062218048,.25660473051995,2
652,3,1,124,2,4,4,1,2,76,1,1,1,2, ,20,1,2,2,4,2,1,2, ,2,2,1,1,1,1,1, ,4.2,92.0010062218048,.25660473051995,2
652,3,1,124,2,4,4,2,1,77,2,1,1,2, ,21,1,2,2,4,2,1,2, ,2,2,2,2,2,1,1, ,4.2,92.0010062218048,.25660473051995,2
652,4,1,124,2,4,4,1,1,79,1,1,1,2, ,38,1,2,2,4,2,1,2, ,2,2,2,2,2,1,1, ,4.2,92.0010062218048,.25660473051995,1
652,4,1,124,2,4,4,2,2,69,2,1,1,2, ,18,2,3, , , , , , ,2,2,1,1,1,1,1, ,4.2,92.0010062218048,.25660473051995,1
652,5,1,124,2,4,4,1,1,30,1,2,1,2, ,18,1,2,2,8,2,3,2, ,2,2,1,1,1,1,2,4,4.2,92.0010062218048,.25660473051995,1
652,5,1,124,2,4,4,2,2,27,2,2,1,2, ,98,1,2,2,6,2,96,2, ,1,2,2,1,1,2,2,4,4.2,92.0010062218048,.25660473051995,1
652,7,1,124,2,4,4,1,1,28,1,1,1,2, ,24,1,2,3,2,2,96,2, ,2,2,2,1,1,1,1, ,4.2,92.0010062218048,.25660473051995,2
652,7,1,124,2,4,4,2,2,20,2,1,1,2, ,17,1,2,2,2,2,96,2, ,2,1,2,2,2,1,1, ,4.2,92.0010062218048,.25660473051995,2
652,7,1,124,2,4,4,3,2,3,3,1,1, , , ,2,3, , , , , , , , , , , , , , ,4.2,92.0010062218048,.25660473051995,2
652,8,1,124,2,4,4,1,1,74,1,1,1,6, ,28,1,2,3,4,2,3,2, ,2,2,1,1,1,1,1, ,4.2,92.0010062218048,.25660473051995,1
652,9,1,124,2,4,4,1,1,48,1,1,1,2, ,98,1,2,2,7,2,1,2, ,2,2,1,1,1,1,1, ,4.2,92.0010062218048,.25660473051995,2
652,9,1,124,2,4,4,2,2,43,2,1,1,2, ,17,1,2,3,4,2,3,2, ,2,2,1,1,1,1,1, ,4.2,92.0010062218048,.25660473051995,2
652,9,1,124,2,4,4,3,1,26,3,1,1,7,2, ,1,2,3,4,2,96,2, ,2,2,1,1,1,1,1, ,4.2,92.0010062218048,.25660473051995,2
652,9,1,124,2,4,4,4,1,21,3,1,1,7,2, ,1,2,3,4,1,96,1, ,2,2,1,1,1,1,1, ,4.2,92.0010062218048,.25660473051995,2
652,9,1,124,2,4,4,5,2,14,3,1,1, , , ,1,1,3,1,1, , , ,2,2,1,1,1, , , ,4.2,92.0010062218048,.25660473051995,2
652,10,1,124,2,4,4,1,2,67,1,1,1,2, ,98,1,2,2,98,2,1,2, ,2,2,1,1,1,1,1, ,4.2,92.0010062218048,.25660473051995,4
652,10,1,124,2,4,4,2,1,60,2,1,1,2, ,98,1,2,2,98,2,96,2, ,2,2,1,1,2,1,2,96,4.2,92.0010062218048,.25660473051995,4
652,10,1,124,2,4,4,3,1,34,3,1,1,7,2, ,1,2,4,6,2,8,2,1,1,1,1,1,1,1,1, ,4.2,92.0010062218048,.25660473051995,4
653,1,1,124,2,4,4,1,2,54,1,1,1,6, ,18,1,2,2,3,2,1,2, ,1,1,1,1,1,1,1, ,4.2,92.0010062218048,.25660473051995,2
653,1,1,124,2,4,4,2,1,26,3,1,1,7,2, ,1,2,2,5,2,96,2, ,2,2,1,1,1,1,1, ,4.2,92.0010062218048,.25660473051995,2
653,2,1,124,2,4,4,1,2,56,1,1,1,5, ,21,1,2,3,4,2,96,2, ,2,2,1,1,1,1,1, ,4.2,92.0010062218048,.25660473051995,3
653,2,1,124,2,4,4,2,1,28,3,1,1,2, ,23,1,2,4,3,2,9,1,1,2,2,1,1,1,1,2,96,4.2,92.0010062218048,.25660473051995,3
653,2,1,124,2,4,4,3,2,26,4,1,1,2, ,21,1,2,4,2,2,9,1,1,2,2,1,1,1,1,1, ,4.2,92.0010062218048,.25660473051995,3
653,2,1,124,2,4,4,4,2,5,5,1,1, , , ,2,1,1,2,1, , , ,2,2,2,1,1, , , ,4.2,92.0010062218048,.25660473051995,3
653,3,1,124,2,4,4,1,1,60,1,1,1,6, ,35,1,2,2,8,2,1,2, ,2,2,2,1,1,1,1, ,4.2,92.0010062218048,.25660473051995,1
653,4,1,124,2,4,4,1,1,26,1,2,1,7,2, ,1,2,3,1,2,96,2, ,2,2,1,1,1,1,2,4,4.2,92.0010062218048,.25660473051995,2
653,6,1,124,2,4,4,1,1,46,1,2,1,2, ,25,2,2,2,2,2,96,8, ,2,2,1,1,1,3, , ,4.2,92.0010062218048,.25660473051995,1
653,6,1,124,2,4,4,2,2,34,2,2,1,2, ,98,1,2,8,98,2,96,2, ,2,2,2,1,1,1,2,4,4.2,92.0010062218048,.25660473051995,1
653,6,1,124,2,4,4,3,1,15,3,1,1,7,2, ,1,1,2,98,2, , , ,2,2,1,1,1, , , ,4.2,92.0010062218048,.25660473051995,1
653,6,1,124,2,4,4,4,1,0,3,1,3, , , , , , , , , , , , , , , , , , , ,4.2,92.0010062218048,.25660473051995,1
653,7,1,124,2,4,4,1,2,55,1,1,1,3, ,14,2,3, , , , , , ,2,2,1,1,1,1,1, ,4.2,92.0010062218048,.25660473051995,2
653,8,1,124,2,4,4,1,2,25,1,1,1,2, ,25,1,1,4,3,2, , , ,1,1,1,1,1,1,1, ,4.2,92.0010062218048,.25660473051995,3
653,9,1,124,2,4,4,1,1,44,1,1,1,6, ,20,1,2,2,7,2,96,2, ,2,1,1,1,1,1,2,96,4.2,92.0010062218048,.25660473051995,1
653,10,1,124,2,4,4,1,2,45,1,1,1,2, ,16,1,2,4,4,2,8,2,1,2,1,1,1,1,1,1, ,4.2,92.0010062218048,.25660473051995,4
653,10,1,124,2,4,4,2,1,50,2,1,1,2, ,25,1,2,3,4,2,3,2, ,2,2,1,1,1,1,1, ,4.2,92.0010062218048,.25660473051995,4
653,10,1,124,2,4,4,3,1,70,6,1,1,3, ,16,1,2,2,8,2,96,2, ,2,2,2,2,2,1,1, ,4.2,92.0010062218048,.25660473051995,4
653,10,1,124,2,4,4,4,2,21,3,1,1,7,2, ,1,2,4,4,2,8,1,5,2,1,1,1,1,1,1, ,4.2,92.0010062218048,.25660473051995,4
654,2,1,124,2,4,4,1,1,62,1,1,1,1, ,31,1,2,2,8,2,1,2, ,2,2,1,1,1,1,1, ,4.2,103.50113199953,.288680321834943,4
654,2,1,124,2,4,4,2,2,78,2,1,1,1, ,40,1,2,3,2,2,1,2, ,2,2,1,1,1,1,1, ,4.2,103.50113199953,.288680321834943,4
654,3,1,124,2,4,4,1,1,46,1,1,1,2, ,22,1,2,2,8,2,1,2, ,2,2,1,1,1,1,1, ,4.2,103.50113199953,.288680321834943,3
654,3,1,124,2,4,4,2,2,32,2,1,1,2, ,23,1,2,3,4,2,96,2, ,2,2,1,1,1,1,2,12,4.2,103.50113199953,.288680321834943,3
654,3,1,124,2,4,4,3,1,2,3,1,1, , , , , , , , , , , , , , , , , , , ,4.2,103.50113199953,.288680321834943,3
654,3,1,124,2,4,4,4,1,1,3,1,1, , , , , , , , , , , , , , , , , , , ,4.2,103.50113199953,.288680321834943,3
654,5,1,124,2,4,4,1,2,88,1,1,1,3, ,98,2,3, , , , , , ,2,2,2,2,2,1,1, ,4.2,103.50113199953,.288680321834943,2
654,5,1,124,2,4,4,2,2,20,5,1,1,7,2, ,1,2,3,3,1,96,1, ,1,1,1,1,1,1,1, ,4.2,103.50113199953,.288680321834943,2
654,5,1,124,2,4,4,3,2,53,3,1,1,7,2, ,1,2,2,6,2,96,2, ,2,2,1,1,1,1,1, ,4.2,103.50113199953,.288680321834943,2
654,6,1,124,2,4,4,1,2,43,1,1,1,6, ,18,1,2,2,5,2,2,2, ,2,2,1,1,1,1,2,8,4.2,103.50113199953,.288680321834943,1
654,6,1,124,2,4,4,2,2,11,3,1,1, , , ,1,1,2,6,1, , , ,1,1,2,1,1, , , ,4.2,103.50113199953,.288680321834943,1
654,6,1,124,2,4,4,3,1,9,3,1,1, , , ,1,1,2,4,1, , , ,1,1,2,1,1, , , ,4.2,103.50113199953,.288680321834943,1
654,6,1,124,2,4,4,4,2,6,3,1,1, , , ,2,1,2,1,1, , , ,2,2,2,2,2, , , ,4.2,103.50113199953,.288680321834943,1
654,6,1,124,2,4,4,5,1,22,11,1,1,7,2, ,2,2,2,2,1,10,2, ,2,2,1,1,1,1,2,10,4.2,103.50113199953,.288680321834943,1
654,7,1,124,2,4,4,1,1,53,1,1,1,1, ,27,1,2,3,4,2,1,2, ,2,2,1,1,1,1,2,96,4.2,103.50113199953,.288680321834943,2
654,7,1,124,2,4,4,2,2,43,2,1,1,1, ,19,1,2,3,4,2,96,1, ,2,2,1,1,1,1,1, ,4.2,103.50113199953,.288680321834943,2
654,7,1,124,2,4,4,3,1,2,3,1,1, , , , , , , , , , , , , , , , , , , ,4.2,103.50113199953,.288680321834943,2
654,7,1,124,2,4,4,4,1,90,6,1,1,3, ,33,1,2,3,2,2,1,2, ,2,2,2,2,2,1,1, ,4.2,103.50113199953,.288680321834943,2
654,8,1,124,2,4,4,1,1,73,1,1,1,1, ,19,1,2,3,1,2,96,2, ,2,2,1,1,1,1,1, ,4.2,103.50113199953,.288680321834943,3
654,8,1,124,2,4,4,2,2,68,2,1,1,1, ,17,1,2,2,8,2,96,2, ,2,2,1,1,1,1,1, ,4.2,103.50113199953,.288680321834943,3
654,9,1,124,2,4,4,1,1,32,1,1,1,1, ,20,1,2,2,7,2,96,2, ,2,2,1,1,1,1,1, ,4.2,103.50113199953,.288680321834943,4
654,9,1,124,2,4,4,2,2,33,2,1,1,1, ,29,1,2,4,2,2,96,2,1,2,2,1,1,1,1,1, ,4.2,103.50113199953,.288680321834943,4
654,9,1,124,2,4,4,3,1,10,3,1,1, , , ,1,1,2,4,1, , , ,2,2,2,1,1, , , ,4.2,103.50113199953,.288680321834943,4
654,9,1,124,2,4,4,4,1,1,3,1,1, , , , , , , , , , , , , , , , , , , ,4.2,103.50113199953,.288680321834943,4
654,10,1,124,2,4,4,1,2,31,1,1,1,6, ,26,1,2,4,3,2,96,2,1,2,1,1,1,1,1,1, ,4.2,103.50113199953,.288680321834943,2
654,10,1,124,2,4,4,2,1,0,3,1,1, , , , , , , , , , , , , , , , , , , ,4.2,103.50113199953,.288680321834943,2
